kraj	okres	obec	ulica	cislo	psc	posta	predvolba	telefon	fax	web	email	starosta	primator	prednosta	ico	pocetobyvatelov	rozloha	ppz	mobil	urad
Prešovský	Medzilaborce	Roškovce		49	067 02	Čabiny	057	732 12 01	732 12 01		roskovce@zoznam.sk	Milan Čeremeta			00323471	196	1255	1478	0915 368 205, 0904 763 050	Obecný úrad
Trnavský	Senica	Rovensko	Rovensko	146	905 01	Rovensko	034	651 11 25	654 65 86	www.rovensko.sk	rovensko@rovensko.sk	Ing. Marian Rehuš			00309931	414	1040	1439		Obecný úrad
Žilinský	Bytča	Veľké Rovné	Veľké Rovné	1621	013 62	Veľké Rovné	041	558 23 41, 558 23 14	558 22 61	www.velkerovne.sk	"rovne@velkerovne.sk;starosta@velkerovne.sk;prednosta@velkerovne.sk "	Ing. Jozef Mičieta		Ing. Albert Majstrík	00321737	3863	4060	1408	0903 550 087,0911 803 704,0911 885 033	Obecný úrad
Banskobystrický	Rimavská Sobota	Rovné	Rovné	32	982 67	Rovné	047	549 23 11	549 23 11	www.rovne.gemer.org	rovneobec@zoznam.sk	Jaroslava Ďurove			00319066	137	915	1413		Obecný úrad
Žilinský	Kysucké Nové Mesto	Rudinka	Rudinka	118	023 31	Rudina	041	421 45 31,421 45 51			"rudinka.obec@gmail.com;rudinka@naex.sk;obecrudinka@webnet.sk"	Viliam Michel			00314269	392	313	1506	0905 724 932	Obecný úrad
Žilinský	Kysucké Nové Mesto	Rudinská	Rudinská	125	023 31	Rudina	041	424 12 01,422 01 98, 421 01 99		www.rudinska.sk	"rudinska@rudinska.sk;starosta@rudinska.sk"	Ing. Jozef Švirík			00314277	956	1076	1598	0908 932 306	Obecný úrad
Košický	Spišská Nová Ves	Rudňany		234	053 23	Rudňany	053	449 91 02,93 13	449 91 02	www.rudnany.ocu.sk	"rudnany@rudnany.sk;obec@rudnany.sk;starosta@rudnany.sk"	Miroslav Blišťan			00329533	3892	1363	1360	908 981 602, 603	Obecný úrad
Banskobystrický	Žarnovica	Rudno nad Hronom	Rudno nad Hronom	16	966 51	Rudno nad Hronom	045	685 62 53	686 00 63	www.rudnonadhronom.sk	"rudnonadhronom@rudnonadhronom.sk;starosta@rudnonadhronom.sk"	Marián Šurjanský			00320986	506	1929	1283	0905 499 584	Obecný úrad
Nitriansky	Nitra	Rumanová	Rumanová	1	951 37	Rumanová	037	658 81 26, 658 88 54	658 81 26	www.rumanova.sk	"rumanova@rumanova.sk;starosta@rumanova.sk"	Jozef Jankovič			00308412	813	1166	1369	0905 865 178,0901 703 621	Obecný úrad
Košický	Sobrance	Ruská Bystrá		19	072 64	Ruská Bystrá	056	658 40 71		www.ruskabystra.lekosonline.sk	ruskabystra@lekosonline.sk	Ján Sakulič			00325724	119	1196	1405		Obecný úrad
Prešovský	Humenné	Ruská Kajňa		4	094 07	Nižná Sitnica	057	449 83 26,488 78 50		ruska-kajna.webnode.sk	ruskakajna@centrum.sk	Anna Kuzmová			00332771	109	511	1582	0907 907 225	Obecný úrad
Prešovský	Humenné	Ruská Poruba		93	094 08 	Ruská Poruba	057	488 73 41	488 73 40		ruskaporuba@gmail.com	Demeter Ferko  			00332780	251	1203	1454	0907 799 895	Obecný úrad
Košický	Sobrance	Ruskovce		47	072 42	Úbrež	056	652 23 51		www.ruskovce.info	ruskovce@post.sk	Anna Ohradzanská			00325741	269	663	1418		Obecný úrad
Bratislavský	Bratislava 2	Bratislava - Ružinov - Mestská časť	Mierová	21	827 05	Bratislava 2	02	4828 41 11,4333 12 84, 4828 43 68,4333 12 84	4333 55 09	www.ruzinov.sk	"ruzinov@ruzinov.sk;starosta@ruzinov.sk"	Ing. Mgr. Dušan Pekár		Ing. Juraj Hagara	00603155	69017	3970	1524	0917 812 951,917 524 660	Miestny úrad
Žilinský	Ružomberok	Ružomberok	Námestie Andreja Hlinku	1	034 01	Ružomberok	044	431 44 21,22,23,24	431 44 29	www.ruzomberok.sk	"ruzomberok@ruzomberok.sk;jan.pavlik@murk.sk;dusan.mataj@ruzomberok.sk;podatelna@ruzomberok.sk"		Igor Čombor	Ing. Dušan Mataj	00315737	28145	12672	1233		Mestský úrad
Košický	Košice	Košice - Šaca - Mestská časť	Železiarenská 	9	040 15	Košice - Šaca	055	726 08 11	684 25 35	www.saca.sk	"saca@saca.sk;starosta@saca.sk;prednosta@saca.sk"	Ing. Daniel Petrík		Ing. Peter Šveda	00691054	5407	4788	1275	0903 907 881	Miestny úrad
Nitriansky	Levice	Šahy	Hlavné námestie	1	936 01	Šahy	036	741 10 71,741 01 50	741 10 52	www.sahy.sk	"sahy@sahy.sk;primator@sahy.sk;prednosta@sahy.sk "		Ing. Štefan Gregor	Ing. Pál Zachar	00307513	7607	4273	1237	0905 293 075,0911 967 373	Mestský úrad
Prešovský	Stará Ľubovňa	Šambron		25	065 47	Plavnica	052	432 31 87-8	432 31 87	www.sambron.ocu.sk	sambron@slnet.sk 	Ing. Štefan Petrus		Štefan Hardoň	00330205	417	1295	1411	0911 280 464	Obecný úrad
Košický	Michalovce	Šamudovce	Šamudovce	99	072 01	Pozdišovce	056	642 41 80		www.samudovce.sk	"samudovce@wmx.sk;starosta@obecsamudovce.sk"	Emil Ircha			00325864	617	484	1315		Obecný úrad
Nitriansky	Levice	Šarovce	Šarovce	128	935 52	Šarovce 	036	779 20 56,779 20 24,772 06 50,51	779 20 56	www.sarovce.sk	sarovce@sarovce.sk	Katarína Tabačeková		Helena Sádovská	00307521	1658	2538	1075	0902 418 500,0948 366 306,0903 832 410	Obecný úrad
Banskobystrický	Zvolen	Sása	Námestie SNP	329/1	962 62	Sása	045	556 25 51,556 26 47	556 20 81	www.sasa.sk	sasa@slovanet.sk 	Iveta Hladká			00320218	960	2467	1332		Obecný úrad
Prešovský	Bardejov	Šašová		50	086 12	Kurima	054	739 11 95	739 11 95		sasova.bj@centrum.sk	Jozef Vargovčík			00322644	132	528	1352	0903 463 134	Obecný úrad
Košický	Sobrance	Sejkov		80	072 51	Krčava	056	659 94 21		www.sejkov.sk	sejkov@lekosonline.sk	Peter Tokár			00325759	187	703	1412	0907 911 612	Obecný úrad
Košický	Košice	Košice - Sídlisko KVP - Mestská časť	Trieda KVP	1	040 23	Košice 23	055	789 06 11,642 66 03	643 02 56	www.mckvp.sk	"sekret@mckvp.sk;starostka@mckvp.sk;prednosta@mckvp.sk"	Alfonz Halenár		Ing. Ján Bugoš	00691089	24726	180		0905 980 254,0903 067 981	Miestny úrad
Banskobystrický	Brezno	Závadka nad Hronom	Osloboditeľov	27	976 67	Závadka nad Hronom	048	618 31 04,618 31 79,618 32 97	618 31 69	www.zavadkanadhronom.sk	"sekretariat.obuzavadka@mail.t-com.sk;obuzavadka@mail.t-com.sk;starosta.zavadka@mail.t-com.sk;prednostaou@stonline.sk"	Ján Tešlár		Ing. Alena Lilková 	00313947	2457	4118	1611	0917 872 177	Obecný úrad
Žilinský	Martin	Diaková	Diaková	18	038 02	Dražkovce pri Martine	043	413 11 26,22 38 		www.diakova.sk	"sekretariat@diakova.sk;starosta@diakova.sk;podatelna@diakova.sk;info@diakova.sk;obecdiakova@stonline.sk;diakova@gaya.sk"	Bc. Róbert Ivaška			00648370	303	242 	1327	0908 931 908	Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Dolné Srnie	Dolné Srnie	242	916 41	Dolné Srnie	032	779 24 31	779 28 63	www.dolnesrnie.sk	"sekretariat@dolnesrnie.sk;starosta@dolnesrnie.sk"	Ing. Miroslav Skovajsa			00311511	969	878,7	1477	0908 770 529	Obecný úrad
Košický	Gelnica	Gelnica	Banícke námestie 	4	056 01	Gelnica	053	481 41 01, 02	481 41 07	www.gelnica.sk	"sekretariat@gelnica.sk;primatorka@gelnica.sk"		Dušan Tomaško		00329061	6141	5765	1246	0911 907 731	Mestský úrad
Trenčiansky	Prievidza	Handlová	Námestie baníkov	7	972 51	Handlová	046	519 25 11,35	542 56 14	www.handlova.sk	"sekretariat@handlova.sk;primator@handlova.sk;prednosta@handlova.sk"		Ing. Rudolf Podoba	Ing. Jozef Tonhauser	00318094	17664	8555	1367	0908 342 616,0905 487 870	Mestský úrad
Banskobystrický	Žarnovica	Hodruša - Hámre	Hodruša -  Hámre	185	966 61	Hodruša -  Hámre	045	684 44 15,684 46 23,684 43 93	684 44 15	www.hodrusa-hamre.sk	"sekretariat@hodrusa-hamre.sk;uram@isternet.sk;prednosta@hodrusa-hamre.sk"	Jozef Uram		Ing. Peter Gregor 	00320617	2242	4615	1391	0908 933 036	Obecný úrad
Trnavský	Skalica	Holíč	Bratislavská	5	908 51	Holíč	034	321 05 11,15-18	668 22 12	www.holic.sk	"sekretariat@holic.sk;primator@holic.sk;prednosta@holic.sk"		PhDr. Zdenko Čambal	Ing. Jana Jurkovičová	00309541	11218	3479	1217		Mestský úrad
Nitriansky	Šaľa	Horná Kráľová	Hlavná	17	951 32	Horná Kráľová 	037	658 02 65  	658 02 65	www.hornakralova.sk	sekretariat@hornakralova.sk	Emil Rábek			00800368	1891	1912	1113	0915 749 843	Obecný úrad
Trnavský	Trnava	Hrnčiarovce nad Parnou	Farská	37	919 35	Hrnčiarovce nad Parnou	033	554 85 01,554 83 97	554 83 97	www.hrnciarovce.sk	"sekretariat@hrnciarovce.sk;starosta@hrnciarovce.sk"	Ing. Jaroslav Kráľovič			34007521	2187	1627	1267	0905 368 791,0917 607 691  	Obecný úrad
Trnavský	Skalica	Letničie	Letničie	35	908 44	Petrova Ves	034	662 14 02,660 57 20	660 57 19	www.letnicie.sk	"sekretariat@letnicie.sk;starosta@letnicie.sk"	Marián Dvorský			00309699	513	670	1532	0918 628 671	Obecný úrad
Žilinský	Liptovský Mikuláš	Liptovský Hrádok	Hviezdoslavova	170	033 01	Liptovský Hrádok	044	522 22 11	522 22 13	"www.lhsity.sk;www.liptovskyhradok.sk"	"sekretariat@lhr.sk;branislav.treger@lhr.sk;jan.kazar@lhr.sk"		Mgr. Branislav Tréger PhD.	Ing. Ján Kazár	00315494	7625	1832	1341		Mestský úrad
Prešovský	Sabinov	Lipany	Krivianska 	1	082 71 	Lipany	051	488 11 50	488 11 70	www.lipany.sk	"sekretariat@lipany.sk;primator@lipany.sk;prednosta@lipany.sk"		Ing. Vladimír Jánošík	Mgr. Jozef Jacko	00327379	6484	1265	1312		Mestský úrad
Trnavský	Dunajská Streda	Lúč na Ostrove	Veľká Lúč	20	930 03	Kráľovičove Kračany	031	554 52 06	554 52 06	www.lucnaostrove.sk	"sekretariat@lucnaostrove.sk;starosta@lucnaostrove.sk"	Mgr. Ladislav Kiss			00305561	749	1589	1248	0905 900 403	Obecný úrad
Žilinský	Čadca	Čadca	Námestie Slobody	30	022 01	Čadca	041	433 23 01, 430 22 12	430 22 18	www.mestocadca.sk	sekretariat@mestocadca.sk 		Ing. Milan Gura	Ing. Anna Zbojanová	00313971	24791	5679	1598		Mestský úrad
Nitriansky	Šaľa	Močenok	Sv. Gorazda	626/82	951 31	Močenok	037	655 23 74,70	655 28 30  	www.mocenok.sk	"sekretariat@mocenok.sk;starosta@mocenok.sk;prednosta@mocenok.sk "	PaedDr. Roman Urbánik		Ing. Ján Valek	00308439	4311	4639	1113	0915 712 593, 0915 712 591, 0918 815 995	Obecný úrad
Nitriansky	Nové Zámky	Mužla	Mužla	711	943 52	Mužla	036	753 20 11, 758 31 02	753 20 11	www.muzla.sk	"sekretariat@muzla.sk;starosta@muzla.sk"	Iván Farkas			00309125	1919	5209	1156	0905 627 578	Obecný úrad
Žilinský	Námestovo	Námestovo	ul. Cyrila a Metoda 	329/6	029 01	Námestovo	043	550 47 01-11	550 47 12	www.namestovo.sk	"sekretariat@namestovo.sk;primator@namestovo.sk;prednosta@namestovo.sk"		Ing. Ján Kadera	Ing. Milan Rentka	00314676	7933	4448	1558		Mestský úrad
Žilinský	Žilina	Nededza	Hlavná	1/1	013 02	Nededza	041	598 00 21	598 05 19	"www.nededza.ocu.sk;www.nededza.eu"	"sekretariat@nededza.eu;starosta@nededza.eu"	PhDr. Peter Vajda			00321516	994	631	1384	0905 513 974	Obecný úrad
Banskobystrický	Brezno	Hronec	Zlievarenská ulica	516	976 45	Hronec	048	671 04 01,02,03,04, 05 	671 04 12	"www.hronecobec.sk;www.hronec.sk"	"sekretariat@obechronec.sk;starostahronec@stonline.sk;matrika@obechronec.sk;dane@obechronec.sk;ekonom@obechronec.sk"	Bohuslav Nemky			00313483	1192	3515	1357	0948 592 971	Obecný úrad
Trnavský	Dunajská Streda	Jahodná	Nám. Sv. Trojice	294/3	930 21	Jahodná	031	559 11 59,559 12 58,550 63 81	559 11 39	www.obecjahodna.sk	"sekretariat@obecjahodna.sk;starosta@obecjahodna.sk"	Ing. Jarmila Csibová			00305472	1481	1569	1539		Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Lubina	Lubina	56	916 12	Lubina	032	777 81 51,65,69,75	777 81 75	www.obeclubina.sk	"sekretariat@obeclubina.sk;starosta@obeclubina.sk;prednosta@obeclubina.sk"	Ing. Martin Beňatinský		Ing. Simona Štepanovicová	00311731	1392	2943	1392	0905 985 508,0917 108 604	Obecný úrad
Košický	Košice okolie	Poproč	Školská 	2	044 24	Poproč	055	466 81 70,71	466 81 69	www.poproc.sk	"sekretariat@poproc.sk;starosta@poproc.sk"	Ing. Štefan Jaklovský			00324639	2768	2640 	1255	0907 950 728	Obecný úrad
Banskobystrický	Žiar nad Hronom	Prestavlky	Prestavlky	226	966 01	Hliník nad hronom	045	677 31 70	677 32 00	www.prestavlky.sk	"sekretariat@prestavlky.sk;starosta@prestavlky.sk"	Ján Abrahám			00320951	658	1500,66	1283	0903 469 795	Obecný úrad
Bratislavský	Pezinok	Šenkvice	Nám. G. Kolinoviča	5	900 81	Šenkvice	033	6496310,11,12,6486011,12,14,16,17,18,19,20,22	649 63 10	"www.senkvice.org;www.obec.senkvice.szm.sk"	"sekretariat@senkvice.org;starosta@senkvice.org;obec.senkvice@szm.sk"	Mgr. Peter Fitz		JUDr. Artúr Soldán	00305103	4522	2480	1557	0918 457 978,0918 409 371	Obecný úrad
Košický	Spišská Nová Ves	Spišské Tomášovce	Kostolná 	20/12	052 01	Spišská Nová Ves	053	429 97 27,28,29	429 97 29	"www.spissketomasovce.sk;www.sptomasovce.szm.com"	"sekretariat@spissketomasovce.sk;podatelna@spissketomasovce.sk;starosta@spissketomasovce.sk"	Mgr. Zuzana Nebusová			00329649	1737	1362	1229	0907 946 899,0911 384 368 	Obecný úrad
Nitriansky	Nové Zámky	Veľký Kýr	Námestie Svätého Jána	1	941 07	Veľký Kýr	035	659 30 76	659 30 76	"www.velkykyr.sk;www.velkykyr.eu"	"sekretariat@velkykyr.sk;starosta@velkykyr.sk"	Judita Valašková		Ing. Žaneta Bottliková	00309109	3037	2363	1113	0905 316 880	Obecný úrad
Bratislavský	Bratislava 4	Bratislava - Záhorská Bystrica  - Mestská časť	Námestie Rodiny	1	843 57	Bratislava 48	02	6595 61 10,6595 62 10	6428 27 13	www.zahorskabystrica.sk	"sekretariat@zahorskabystrica.sk;starosta@zahorskabystrica.sk  "	Ing. Jozef Krúpa		Ing. Ingrid Ožvoldová 	00604887	3503	3230	1314	0905 882 295, 0903 237 366	Miestny úrad
Trenčiansky	Trenčín	Nemšová	Janka Pálu 	2/3	914 41	Nemšová	032	650 96 11,15,16,17	659 84 27	www.nemsova.sk	"sekretariatprimatora@nemsova.sk;primator@nemsova.sk;prednosta@nemsova.sk  "		Ing. František Bagin	Ing. Iveta Jurisová	00311812	6298	3344	1242	0918 876 725,0905 930 465	Mestský úrad
Prešovský	Svidník	Šemetkovce		51	090 03 	Ladomirová	054	756 63 28  			semetkovce@azet.sk  	Ján Marchevský			00331066	83	707	1572	0918 418 493	Obecný úrad
Banskobystrický	Rimavská Sobota	Širkovce	Širkovce	184	980 02	Jasenské	047	569 83 31,569 87 74	569 83 31	www.gemernet.sk	serke@gemernet.sk	Nándor Kisfaludi			00319112	937	1771	1264		Obecný úrad
Nitriansky	Levice	Sikenica	Veľký Pesek	232	937 01	Sikenica	036	771 13 04	772 15 30	www.sikenica.sk	"sikenica@sikenica.sk;podatelna@sikenica.sk;starosta@sikenica.sk"	Július Maďar			31824587	653	2550	1307	0907 742 916 	Obecný úrad
Trenčiansky	Bánovce nad Bebravou	Šípkov	Šípkov	141	956 53	Šípkov	038	766 81 18,19	766 81 19		"sipkov@sipkov.sk;obecnyuradsipkov@stonline.sk"	Vincent Belan			00800074	145	1156	1295		Obecný úrad
Prešovský	Svidník	Šarbov			090 05	Krajná Poľana	054	759 33 49  			skasko.stanislav@post.sk  	Stanislav Skasko			00331040	12	844	1618		Obecný úrad
Žilinský	Turčianske Teplice	Sklené	Sklené	97	038 47	Sklené	043	495 52 00	490 18 73	"www.sklene.eu;www.obec-sklene.sk"	"skl-obecnyurad@gaya.sk;obecnyurad@obec-sklene.sk;urad@obec-sklene.sk"	Erika Lahutová			00316890	767	4050	1360	0905 520 749	Obecný úrad
Prešovský	Vranov nad Topľou	Slovenská Kajňa		4	094 02 	Slovenská Kajňa	057	449 41 58,488 57 10	488 57 10	www.slovenskakajna.eu	sl.kajna@watel.sk	Jozef Durkaj			00332852	810	673	1334	0915 879 810	Obecný úrad
Trnavský	Galanta	Sládkovičovo	Fučíkova 	329	925 21	Sládkovičovo	031	784 27 12, 784 28 35, 784 17 05	701 60 51	www.sladkovicovo.sk	"sladkovicovo@sladkovicovo.sk;sekretariat@sladkovicovo.sk;primator@sladkovicovo.sk"		Ing. Anton Szabó	Mgr. Katarína Štefunková	00306177	5465	2909	1326		Mestský úrad
Košický	Košice okolie	Slanské Nové Mesto		54	044 18	Kalša	055	696 85 18	729 43 12	www.slanskenovemesto.sk	slanome@stonline.sk	Milan Diheneščík  			00324744	494	3025	1332	0915 965 033	Obecný úrad
Banskobystrický	Detva	Slatinské Lazy	Slatinské Lazy	111	962 25	Slatinské Lazy	045	540 25 64-66	540 25 64	www.lazy.sk	slatinske@lazy.sk	Ing. Darina Hroncová			00320269	499	721	1930	0907 814 524	Obecný úrad
Košický	Michalovce	Slavkovce	Slavkovce	115	072 17	Zemplínske Kopčany	056	649 32 10	649 32 10	"www.obecslavkovce.sk;www.slavkovce.ocu.sk"	slavkovce@minet.sk	Ing. Iveta Pavliková			00325775	620	918	1315	0905 693 194	Obecný úrad
Košický	Michalovce	Veľké Slemence	Veľké Slemence	106	076 77	Ruská	056	638 00 01	639 00 81	www.nagyszelmenc.sk	slemence@post.sk	Ing. Ľudovít Tóth			00332062	629	997	1332	0902 906 141	Obecný úrad
Košický	Trebišov	Slivník	Hlavná	9	076 12	Kuzmice	056	679 13 09	668 72 80	www.slivnik.sk	"slivnik@slivnik.sk;kralovsky@slivnik.sk;kralovv1@wmx.sk"	Vladimír Kráľovský			00331911	777	1131	1321	0911 262 987,0915 856 734	Obecný úrad
Banskobystrický	Veľký Krtíš	Slovenské Kľačany	Slovenské Kľačany	66	991 02	Dolná Strehová	047	489 71 46		www.slovenskeklacany.ocu.sk	slovenskeklacany@zoznam.sk  	Mgr. Anna Mužíková			00649406	161	914	1379	0908 225 266	Obecný úrad
Košický	Spišská Nová Ves	Slovinky		58	053 40	Sovinky	053	447 22 17,447 02 94	447 22 17	www.obecslovinky.sk	"slovinky@obecslovinky.sk;starosta@obecslovinky.sk;slovinky@stonline.sk"	Gabriela Kopnická			00329550	1911	4644	1368	0915 965 708	Obecný úrad
Bratislavský	Bratislava	Bratislava - hlavné mesto Slovenskej republiky	Primaciálne námestie	1	814 99	Bratislava	02	5935 61 11	5441 43 92	www.bratislava.sk	"sluzbyobcanom@bratislava.sk;hovorca@bratislava.sk;primator@bratislava.sk"		JUDr. Ivo Nesrovnal, LL.M.	Ing. Anna Pavlovičová	00603481	413192	36758	907		Magistrát hlavného mesta SR
Košický	Spišská Nová Ves	Smižany	Námestie Matúša Pajdušáka	1341/50	053 11	Smižany	053	443 14 83,443 12 24	443 11 32	www.smizany.sk	"smizany@smizany.sk;starosta@smizany.sk;prednosta@smizany.sk"	Ing. Michal Kotrady		Ing. Mária Dudžáková	00691721	8791	4570	1246	0907 903 736	Obecný úrad
Trnavský	Trnava	Smolenice	SNP	52	919 04	Smolenice	033	557 11 00	557 11 33	www.smolenice.com	"smolenice@smolenice.com;starosta@smolenice.com;podatelna@smolenice.com"	Anton Chrvala			00312983	3374	2896,7	1256		Obecný úrad
Žilinský	Liptovský Mikuláš	Smrečany	Smrečany	48	032 05	 Smrečany  	044	558 61 26 	558 61 26 	www.smrecany.sk	"smrecany@smrecany.sk;starosta@smrecany.sk"	Ing. Vladimír Šiarnik  			00315753	617	805	1272	0907 804 870	Obecný úrad
Prešovský	Bardejov	Snakov		44	086 06	Malcov	054	479 61 11	479 61 11	www.snakov.sk	snakov@ocu.sk	Ing. Ján Bijalko			00322580	655	1213	1543		Obecný úrad
Žilinský	Kysucké Nové Mesto	Snežnica	Snežnica	17	023 32	Snežnica	041	422 41 90	422 41 79	www.sneznica.sk	sneznica@sneznica.sk	Milan Hlavatý			00314315	994	551	1426	0905 229 347	Obecný úrad
Trenčiansky	Trenčín	Soblahov	Soblahov	366	913 38	Soblahov	032	652 87 05	652 87 14	www.soblahov.sk	"soblahov@soblahov.sk;starostka@soblahov.sk "	Marian Hudec			00311987	2200	1738	1332	0908 793 658	Obecný úrad
Košický	Košice okolie	Sokoľany	Sokoľany	193	044 57	Haniska	055	693 02 05 	693 02 05 	www.sokolany.sk	sokolany@post.sk	František Beregszászi			00690741	1196	385	1251	0903 608 540,0911 215 840,0911 215 568	Obecný úrad
Nitriansky	Topoľčany	Solčianky	Solčianky	58	956 38	Solčianky	038	530 00 64	530 00 63	www.solcianky.sk	solcianky@mail.t-com.sk	Dušan Ondruška			00800040	268	266	1113	0902 220 120	Obecný úrad
Košický	Trebišov	Soľnička		68	076 53	Boľ	056	639 43 36			solnicka@inmail.sk	Ladislav Krestyánko			00331937	237	616	1332	0907 922 076	Obecný úrad
Prešovský	Humenné	Sopkovce		46	067 22 	Ohradzany	057	779 53 38	779 53 38	www.obecsopkovce.weblahko.sk	sopkovce@centrum.sk	Ján Dzubaj			00690104	118	724	1567	0915 383 881	Obecný úrad
Prešovský	Svidník	Belejovce			089 01	Svidník 	054	759 43 21			sopoliga@pobox.sk	Marcel Sopoliga			00330299	22	308	1600		Obecný úrad
Prešovský	Poprad	Spišské Bystré	Michalská 	394	059 18	Spišské Bystré 	052	779 21 97	779 21 01	www.spisskebystre.sk	sp.bystre@stonline.sk	Marián Luha			00326542	2431	3787	1294	0908 320 302	Obecný úrad
Banskobystrický	Banská Bystrica	Špania Dolina	Špania Dolina	132	974 01	Banská Bystrica	048	419 82 71	419 82 71	"www.spaniadolina.sk;www.spaniadolina.graniar.net"	"spaniadolina@spaniadolina.sk;spania.dolina@mail.t-com.sk;spania.dolina@stonline.sk "	Martina Wilhelmerová			00313858	193	1273	1263	0907 821 148	Obecný úrad
Košický	Spišská Nová Ves	Spišský Hrušov		216	053 63	Sp.Hrušov	053	449 21 22,449 28 86,429 75 54	449 21 22	www.spisskyhrusov.sk	sphrusov@levonetmail.sk	Elena Franková			00329606	1260	1307	1253	0903 549 786	Obecný úrad
Prešovský	Bardejov	Vyšná Polianka		21	086 36	Nižná Polianka	054	479 91 30		www.vysnapolianka.ocu.sk	spiklubos@azet.sk	Ľuboš Špik			00322709	111	569	1572		Obecný úrad
Prešovský	Kežmarok	Spišské Hanušovce		97	059 04	Spišské Hanušovce	052	418 14 21	418 14 22	www.spisskehanusovce.ocu.sk	spisskehanusovce@compnet.sk	Ing. Jozef Dudžák			00326551	748	1430	1313	0902 899 518	Obecný úrad
Prešovský	Levoča	Spišský Hrhov	SNP	10	053 02	Spišský Hrhov	053	459 22 38	459 22 38	www.spisskyhrhov.sk	spissky.hrhov@vmnet.sk	PhDr. Vladimír Ledecký			00329592	1335	1221	1243	0918 672 660	Obecný úrad
Trnavský	Senica	Senica	Štefánikova	1408/56	905 25	Senica	034	651 41 02, 651 5001-04	657 40 58,59	www.senica.sk	"spravca@msu.senica.sk;primator@msu.senica.sk;prednostka@msu.senica.sk"		Mgr. Branislav Grimm	JUDr. Katarína Vrlová	00309974	20320	5031	1217		Mestský úrad
Nitriansky	Nitra	Pohranice	Pohranice	185	951 02	Pohranice	037	787 12 01, 787 12 03	787 19 22	www.pohranice.sk	st.pohranice@mail.t-com.sk	Bc. Ladislav Hajdu			00308382	1076	1200	1075		Obecný úrad
Prešovský	Snina	Stakčínska Roztoka		23	067 61	Stakčín	057	767 41 14	758 38 90	www.obecstakcinskaroztoka.webnode.sk.sk	stakcinska.roztoka@lekosonline.sk	Ing. Juraj Pyteľ			00323586	321	1515	1574	0918 463 441	Obecný úrad
Košický	Trebišov	Stankovce	Hlavná	1	076 61	Bačkov	056	678 33 67			stankovce@minet.sk	Ing. Ján Krucovčin			00331953	173	441	1335		Obecný úrad
Žilinský	Čadca	Stará Bystrica	Stará Bystrica	537	023 04	Stará Bystrica	041	439 51 22,432 79 80	432 79 80	www.starabystrica.sk	"starabystrica@starabystrica.sk;ou_stara_bystrica@stonline.sk"	JUDr. Ján Podmanický			00314307	2740	3691	1662	0905 498 904	Obecný úrad
Banskobystrický	Lučenec	Stará Halič	Stará Halič	116	985 11	Halič	047	439 23 31	439 23 31		starahalic@mail.t-com.sk	Ing. Jozef Gembec			00316407	664	1759	1350	0918 678 866	Obecný úrad
Trenčiansky	Nové Mesto nad Váhom	Stará Lehota	Stará Lehota	35	916 35	Modrová	033	778 93 24	778 93 24	www.staralehota.sk	staralehota@nextra.sk	Jaroslav Pikus			00311995	229	1617	1348	0905 415 912	Obecný úrad
Košický	Košice okolie	Drienovec		368	044 01	Drienovec	055	489 93 55,460 26 01	489 93 56	"www.obecdrienovec.sk;www.drienovec.ocu.sk"	"starosta.d@mail.t-com.sk;starosta@obecdrienovec.sk;sekretariat@obecdrienovec.sk;info@obecdrienovec.sk;podatelna@obecdrienovec.sk"	Ing. Tibor Kočiš			00324108	1882	2807	1335	0902 898 806	Obecný úrad
Žilinský	Žilina	Divina	Divina	50	013 31	Divina	041	500 38 06,568 45 77	500 38 06	www.divina.sk	"starosta.divina@gmail.com;kancelaria.divina@gmail.com;matrika.divina@gmail.com;financie@divina.sk  "	Ing. Emil Molko			00321214	2417	2188	1325	0907 045 115	Obecný úrad
Prešovský	Prešov	Drienovská Nová Ves		83	082 01	Kendice	051	779 71 86	779 71 86	www.drienovskanovaves.ocu.sk	starosta.dnv@stonline.sk	Ing. Ján Brozman			00326976	741	648	1335	0911 292 597	Obecný úrad
Bratislavský	Senec	Igram	Igram	217	900 84	Báhoň	033	645 53 02	645 53 02	www.igram.sk	starosta.igram@gmail.com	Štefan Kovaľ			00800252	555	830	1244	0902 225 469	Obecný úrad
Košický	Košice 4	Košice - Nad jazerom - Mestská časť	Poludniková	7	040 12	Košice 4	055	302 77 11,12	674 16 90	www.jazerokosice.sk	"starosta.jazero@netkosice.sk;sekretariat.jazero@netkosice.sk;prednosta.jazero@netkosice.sk"	Lenka Kovačevičová		JUDr. Marta Bulecová	00691038	24441	366	1965	0915 955 285,0911 216 255	Miestny úrad
Košický	Košice	Košice - Kavečany - Mestská časť	Široká	17/A	040 01	Košice	055	633 41 00	633 41 00	"www.cassovia.sk/kavecany;www.kosice.sk"	"starosta.kavecany@kosice.sk;info@kosicekavecany.sk"	Martin Balčík			00690902	1168	1048	1347	0907 958 157	Miestny úrad
Nitriansky	Zlaté Moravce	Kostoľany pod Tríbečom	Kostoľany pod Tríbečom	70	951 77	Ladice	037	631 72 01	631 72 01		starosta.kostolany@gmail.com	Mária Segíňová			00308129	373	2212	1113	0917 859 388 	Obecný úrad
